0  ,71415 ,5044
1  ,68133 ,4886
2  ,108439,4958
3  ,66157 ,4600
4  ,69319 ,4756
5  ,71529 ,3828
6  ,68046 ,4953
7  ,67485 ,4835
8  ,69466 ,5134
9  ,68595 ,4781
10 ,71166 ,4714
11 ,68723 ,4670
12 ,108882,4733
13 ,81641 ,4644
14 ,91643 ,9016
15 ,89546 ,5014
16 ,88033 ,4871
17 ,87995 ,4681
18 ,83658 ,4959
19 ,82443 ,5540
20 ,70223 ,4454
21 ,76559 ,12456
22 ,81374 ,5301
23 ,79232 ,4724
24 ,72365 ,4578
25 ,92608 ,7933
26 ,68855 ,6765
27 ,95701 ,3195
28 ,81992 ,6569
29 ,67046 ,4662
30 ,77019 ,5491
31 ,78664 ,4803
32 ,92223 ,6987
33 ,73475 ,5461
34 ,82833 ,4857
35 ,80985 ,5443
36 ,77201 ,4738
37 ,80929 ,5443
38 ,73806 ,6745
39 ,114084,11484
40 ,74039 ,11828
41 ,88422 ,6018
42 ,79572 ,6979
43 ,77364 ,6238
44 ,75218 ,8288
45 ,84753 ,5371
46 ,72656 ,8435
47 ,77298 ,6038
48 ,87057 ,5918
49 ,79090 ,7186
50 ,96155 ,7047
51 ,57363 ,5115
52 ,76990 ,4960
53 ,73578 ,4900
54 ,79850 ,6302
55 ,82367 ,6291
56 ,83824 ,6384
57 ,74239 ,17424
58 ,94229 ,8627
59 ,73600 ,5641
60 ,49826 ,5500
61 ,67803 ,4745
62 ,76553 ,5453
63 ,80199 ,6140
64 ,73667 ,6124
65 ,73087 ,5795
66 ,79079 ,5171
67 ,110795,6335
68 ,68534 ,9176
69 ,80350 ,16490
70 ,63109 ,9618
71 ,42667 ,5561
72 ,70022 ,15702
73 ,88215 ,5333
74 ,82670 ,5964
75 ,69960 ,5178
76 ,85403 ,5580
77 ,75714 ,5605
78 ,75423 ,6116
79 ,67305 ,5447
80 ,72980 ,5706
81 ,105435,5648
82 ,79008 ,5210
83 ,40784 ,5811
84 ,72943 ,5822
85 ,96432 ,6144
86 ,75688 ,5608
87 ,65211 ,6088
88 ,73386 ,5707
89 ,69086 ,5497
90 ,68251 ,6153
91 ,75320 ,6596
92 ,40750 ,7890
93 ,71191 ,7033
94 ,70934 ,7176
95 ,70048 ,7486
96 ,67431 ,8015
97 ,77459 ,5362
98 ,68219 ,6152
99 ,72182 ,7046
100,40482 ,8034
101,68470 ,6967
102,73374 ,5860
103,67733 ,4956
104,94562 ,6512
105,77470 ,5968
106,65101 ,5723
107,69667 ,7124
108,69572 ,6042
109,82957 ,5705
110,70357 ,5699
111,44467 ,5191
112,78724 ,6539
113,73787 ,6810
114,73966 ,5707
115,76730 ,6725
116,73591 ,5774
117,74046 ,6684
118,68100 ,6086
119,83854 ,6272
120,65317 ,5868
121,72527 ,5173
122,68095 ,5221
123,71952 ,7088
124,65034 ,8893
125,69643 ,5934
126,80989 ,6660
127,71112 ,5890
