468740356,59 ,285  ,295 ,581
468561510,44 ,291  ,317 ,608
469338355,61 ,319  ,392 ,711
473811279,177,518  ,348 ,866
468951063,281,292  ,580 ,873
473899389,19 ,561  ,315 ,877
465760343,22 ,452  ,427 ,879
474442412,144,486  ,438 ,924
465754617,8  ,429  ,499 ,928
466667592,9  ,265  ,687 ,953
470226581,46 ,699  ,313 ,1012
468967421,26 ,453  ,559 ,1012
469530732,1  ,681  ,340 ,1021
466607586,511,376  ,762 ,1138
482706511,357,435  ,727 ,1162
467362231,24 ,877  ,295 ,1172
468771676,60 ,693  ,483 ,1177
476807812,40 ,354  ,835 ,1190
490393424,422,378  ,826 ,1205
479347692,194,896  ,359 ,1255
487429474,374,927  ,347 ,1275
473201227,94 ,485  ,796 ,1282
467601111,280,787  ,543 ,1330
479360938,222,498  ,908 ,1407
490430560,433,542  ,889 ,1431
487328034,390,553  ,917 ,1470
479342259,206,593  ,893 ,1486
467424019,25 ,722  ,809 ,1532
485500571,413,644  ,899 ,1544
486557632,414,808  ,756 ,1565
470189698,11 ,1272 ,328 ,1601
469181796,45 ,571  ,1060,1632
490454220,420,1356 ,338 ,1695
474442052,171,1150 ,567 ,1718
471737242,14 ,1367 ,388 ,1756
470217821,77 ,1418 ,387 ,1805
485568367,323,874  ,947 ,1821
484028999,469,1304 ,529 ,1833
471756429,150,607  ,1244,1852
478752526,221,894  ,982 ,1877
474697828,178,834  ,1095,1930
478670943,248,861  ,1139,2000
480154731,264,1658 ,343 ,2001
478705613,216,482  ,1546,2028
474794555,20 ,1519 ,517 ,2037
490050034,451,1449 ,710 ,2159
484350402,313,1622 ,568 ,2191
490065178,441,1495 ,704 ,2199
481310366,405,1629 ,571 ,2200
488684843,499,1845 ,375 ,2221
486565935,389,1168 ,1072,2240
469993478,28 ,1054 ,1197,2251
487532864,416,1122 ,1167,2289
484323682,491,1406 ,926 ,2332
473912932,54 ,1430 ,1131,2562
475257144,136,1577 ,1059,2636
487460818,365,2084 ,571 ,2656
468068260,42 ,570  ,2118,2688
481313109,353,574  ,2144,2718
487555000,349,2076 ,681 ,2758
470066554,63 ,1409 ,1367,2777
488723059,437,2418 ,367 ,2785
466704936,0  ,1135 ,1673,2808
486674045,503,1723 ,1179,2903
484050806,345,1849 ,1064,2914
485527234,361,1597 ,1349,2947
475780750,127,1886 ,1067,2954
485652020,314,1664 ,1356,3021
479352962,253,2110 ,916 ,3027
487398388,364,1524 ,1526,3050
487551491,498,2375 ,688 ,3064
475072805,71 ,1467 ,1699,3167
474459158,290,2195 ,985 ,3181
487415121,378,1293 ,1890,3183
474493255,182,1506 ,1785,3291
488703763,482,2914 ,434 ,3349
488717986,480,2846 ,546 ,3392
482710567,473,2797 ,611 ,3408
474506005,97 ,1622 ,1814,3436
469978988,89 ,2878 ,597 ,3476
470234117,75 ,2297 ,1335,3632
475133971,154,2952 ,703 ,3655
479252572,251,3321 ,358 ,3680
475524480,291,2901 ,851 ,3753
487533921,497,2291 ,1643,3935
481319609,327,2933 ,1142,4076
474879921,37 ,3384 ,850 ,4234
476648816,213,1848 ,792 ,4640
475825297,183,3301 ,426 ,4727
480160844,227,3639 ,920 ,5559
477572784,294,4893 ,818 ,5712
475390047,145,1496 ,1253,5749
474451662,55 ,6447 ,441 ,6888
473897803,163,1502 ,1447,6949
473196393,83 ,959  ,1634,7594
472438671,141,428  ,1915,8343
476852175,190,7032 ,1663,8695
471774659,31 ,2043 ,1969,9012
472061619,174,8969 ,265 ,9235
471787279,92 ,9143 ,625 ,9769
470288802,102,2603 ,1886,10489
471811715,15 ,10323,908 ,11232
467274881,23 ,14652,360 ,15013
469763208,10 ,22451,488 ,22939
469791468,76 ,22771,877 ,23648
469910092,62 ,23474,295 ,23770
469892058,27 ,23088,802 ,23891
469846982,282,23204,806 ,24010
470827813,104,23702,328 ,24031
470995396,118,23836,288 ,24125
470781510,105,23791,527 ,24318
469656833,43 ,23281,1056,24337
470834567,47 ,23880,880 ,24761
470901670,29 ,24482,293 ,24776
470354374,103,23953,877 ,24831
470569897,2  ,23899,1294,25193
471054650,12 ,24857,398 ,25256
471034963,129,25061,343 ,25405
471001666,283,24754,1090,25844
471041040,3  ,25142,803 ,25946
471066346,78 ,25523,504 ,26027
471114346,64 ,26111,294 ,26406
471227929,119,26310,145 ,26455
471066253,106,26061,463 ,26525
471216133,48 ,26307,266 ,26574
471230283,130,26445,256 ,26701
471263150,49 ,26505,289 ,26795
471335383,284,26680,265 ,26946
471364323,30 ,26865,291 ,27157
471396199,13 ,27064,447 ,27512
471099316,90 ,26064,1465,27529
471383230,4  ,27079,656 ,27735
471392746,107,27193,856 ,28050
471569424,139,28054,162 ,28217
471509086,50 ,27920,303 ,28224
471525166,131,27959,281 ,28241
471553926,140,28093,306 ,28399
471421113,79 ,27388,1024,28412
471432333,91 ,27566,1003,28570
471472066,117,27573,1035,28608
471589036,120,28536,422 ,28959
471591379,149,28657,348 ,29005
471682549,5  ,28709,317 ,29027
471734575,108,29083,310 ,29394
472343751,121,29170,305 ,29475
471666802,285,28667,907 ,29574
472043275,80 ,29502,308 ,29810
472339439,66 ,29754,172 ,29927
472280768,32 ,29638,318 ,29957
471966539,158,29028,959 ,29987
472304121,81 ,29720,313 ,30033
472315871,109,29756,293 ,30050
471951612,65 ,29016,1135,30152
472357365,159,29842,325 ,30168
472576391,51 ,29967,324 ,30292
472441821,132,30025,307 ,30333
472475014,167,29919,420 ,30340
472680931,287,30283,309 ,30593
472703408,33 ,30450,283 ,30733
472045802,166,29643,1234,30878
472581754,93 ,30191,766 ,30957
472224425,286,29617,1376,30994
472579578,6  ,30227,779 ,31007
472714701,110,30867,272 ,31139
472729271,279,30922,269 ,31192
472733214,82 ,30970,280 ,31250
472748724,160,31271,264 ,31536
472761344,67 ,31328,270 ,31599
472617028,16 ,30233,1674,31908
472795514,168,31737,260 ,31997
472793661,122,32094,285 ,32379
472771928,133,31702,776 ,32479
472867211,68 ,32207,290 ,32498
472899301,7  ,32432,289 ,32722
472926897,17 ,32641,266 ,32907
472949501,52 ,32677,273 ,32950
473015254,288,32743,264 ,33008
473154017,111,32823,264 ,33087
473175350,151,32857,269 ,33126
473253918,123,33220,164 ,33384
473184440,34 ,33082,312 ,33395
473213500,161,33221,271 ,33493
473208233,69 ,33273,267 ,33540
473491357,169,33260,289 ,33550
473282620,142,33317,300 ,33618
473338697,176,33337,310 ,33648
473511723,18 ,33375,278 ,33654
473530677,53 ,33436,287 ,33724
473488617,95 ,33393,426 ,33819
473520200,181,33572,335 ,33908
475276881,126,33693,216 ,33910
473555643,134,33627,305 ,33933
473641750,289,33723,292 ,34015
475289521,85 ,33813,318 ,34131
475778696,56 ,33981,156 ,34137
475727364,86 ,33892,282 ,34174
473685080,112,33924,288 ,34213
473658026,35 ,33927,297 ,34225
475733167,115,33951,326 ,34277
473637520,152,33893,438 ,34332
475902343,155,34228,182 ,34410
475686094,21 ,33805,799 ,34605
475873697,292,34254,399 ,34654
473748083,124,34411,280 ,34691
475701040,38 ,33873,901 ,34774
474431245,96 ,34507,311 ,34818
476107793,179,34574,263 ,34838
475332094,114,34066,802 ,34869
473781996,170,34614,281 ,34895
476114666,137,34623,281 ,34905
476148733,188,34632,288 ,34921
472817051,175,32150,2810,34961
474130336,113,34688,351 ,35040
473690333,84 ,33970,1106,35077
474140826,125,34747,333 ,35080
474106388,164,34517,693 ,35210
473714460,70 ,34292,963 ,35256
473734660,162,34313,976 ,35290
475752540,98 ,33997,1367,35365
474082419,135,34519,904 ,35423
475777147,165,34070,1354,35425
473933016,153,34603,827 ,35431
476206793,116,35216,284 ,35500
476297489,87 ,35242,275 ,35518
473779289,143,34713,805 ,35519
476323226,293,35479,310 ,35790
475951637,72 ,34314,1491,35806
474126226,36 ,34594,1242,35837
476335676,184,35534,313 ,35847
476355926,156,35599,262 ,35861
476372629,99 ,35961,287 ,36248
476043540,172,34264,1995,36259
476382973,73 ,36011,289 ,36301
476371713,195,36104,278 ,36382
476399946,138,36122,274 ,36396
476420336,128,36348,259 ,36608
476441349,201,36379,268 ,36648
476443803,180,36510,263 ,36774
476494626,58 ,36513,276 ,36790
477213948,74 ,36533,300 ,36833
476549176,189,36658,286 ,36944
477236168,196,36763,254 ,37018
476163169,39 ,34990,2166,37157
477264622,202,36905,280 ,37186
476177073,57 ,35076,2119,37195
476567313,207,36978,290 ,37268
476575776,146,37018,273 ,37292
476183346,173,35175,2575,37751
477365331,185,37496,286 ,37783
477378585,208,37522,279 ,37801
476579256,88 ,37086,868 ,37955
477251995,218,37554,430 ,37985
476842612,100,37492,502 ,37995
477424671,223,38285,255 ,38540
477437508,228,38319,260 ,38580
477465106,147,38649,143 ,38792
477448415,232,38659,255 ,38915
477391608,157,37938,1146,39085
477475208,214,38724,474 ,39198
477608684,41 ,38666,569 ,39236
477621514,101,39009,311 ,39321
477724907,191,39206,385 ,39591
477808907,186,39112,566 ,39679
478007467,203,39516,363 ,39879
477915667,229,39543,380 ,39924
478020874,240,39606,341 ,39947
478001140,236,39492,503 ,39996
477661291,295,39617,505 ,40122
478168274,219,39992,305 ,40297
478044131,197,39621,687 ,40309
478104910,233,39695,822 ,40517
478133320,209,39867,846 ,40714
478158557,230,39942,886 ,40829
478144697,224,39898,997 ,40895
478295383,296,40648,318 ,40967
478181540,148,40202,959 ,41162
478259150,237,40248,976 ,41225
478456663,210,41379,309 ,41689
478464933,241,41433,293 ,41726
478281597,215,40359,1372,41731
478326620,192,40942,841 ,41784
478489763,225,41884,302 ,42186
478488206,231,42022,281 ,42303
478503516,220,42054,280 ,42334
478317237,244,40961,1599,42561
478335560,204,41218,1379,42598
478534573,238,42367,292 ,42660
478356977,198,41234,1437,42672
478429723,247,41238,1445,42683
478462550,234,41514,1275,42789
478529113,250,42333,566 ,42900
478626236,187,42407,565 ,42972
478808610,246,42735,342 ,43078
478634090,193,42742,411 ,43154
478651866,245,42865,304 ,43169
478808200,205,42796,451 ,43248
478823963,242,42874,589 ,43464
480086988,256,42911,712 ,43623
479389905,239,43477,278 ,43756
479041316,297,43383,534 ,43917
478828250,199,43024,913 ,43938
480107498,259,43714,271 ,43985
479137382,243,43503,584 ,44087
478841579,211,43144,1026,44171
479234985,235,43407,784 ,44191
479007249,226,43336,945 ,44282
479376915,217,43757,541 ,44299
479298045,298,43768,554 ,44322
480124718,262,44033,833 ,44866
480082388,299,43116,1912,45029
480328431,268,44780,321 ,45101
480441237,272,44865,305 ,45171
480344867,270,44861,339 ,45200
480456907,300,44902,362 ,45265
480476520,257,44944,331 ,45276
480532154,276,45256,154 ,45411
480498074,260,45143,279 ,45423
480507287,263,45168,313 ,45482
480272848,249,43602,1927,45529
480133511,212,44316,1235,45551
480519600,274,45267,371 ,45638
480174838,200,44567,1103,45670
480331511,254,44606,1132,45739
480291578,266,44543,1208,45752
480670672,269,45685,313 ,45999
480570510,258,45680,388 ,46068
480670643,255,46048,256 ,46304
480669537,252,46039,314 ,46354
481096010,301,46126,279 ,46405
480665257,267,46155,263 ,46419
481124736,261,46240,297 ,46538
481154736,275,46512,257 ,46770
480686700,271,46503,349 ,46852
481179023,277,46639,262 ,46902
481158540,265,46610,340 ,46951
481350131,340,46723,370 ,47094
481634782,458,46857,257 ,47115
481669166,459,46877,260 ,47137
481574976,354,46576,949 ,47525
480535787,278,45691,1957,47648
480645263,273,45618,2042,47661
481188760,408,46877,808 ,47685
481738349,302,47525,275 ,47801
481726692,333,47175,730 ,47905
481853179,460,47882,268 ,48150
481866269,406,47888,275 ,48164
481880859,392,47996,271 ,48267
481987685,366,48178,297 ,48476
481894282,393,48219,259 ,48479
481999272,303,48266,283 ,48550
481761539,379,47593,1082,48676
481751189,334,47606,1285,48892
482034032,367,48581,379 ,48960
482304155,329,49537,320 ,49858
482035092,335,48628,1454,50082
482352048,394,49934,283 ,50217
482056748,485,48721,1517,50239
482335808,355,49981,307 ,50288
482390161,356,50113,271 ,50385
482427427,368,50227,169 ,50397
482367971,472,50133,306 ,50439
482412558,316,50257,307 ,50564
482421998,402,50375,271 ,50647
482435581,336,50423,281 ,50704
482450461,466,50472,343 ,50816
482522431,403,50532,368 ,50900
482535438,487,50619,358 ,50977
482548155,381,50735,323 ,51058
482565351,304,50796,334 ,51130
482150108,486,48892,2323,51215
482952534,330,50974,289 ,51263
482173238,407,48956,2332,51289
482187855,328,49209,2168,51377
483038394,409,51132,277 ,51409
482184445,399,49317,2164,51482
482212555,380,49354,2165,51520
482220678,315,49367,2219,51586
482236418,341,49533,2105,51639
483056327,404,51240,638 ,51878
482597761,342,51212,718 ,51931
483131534,369,51662,280 ,51943
483235777,382,51625,318 ,51943
483120484,337,51618,384 ,52003
483083004,395,51274,864 ,52138
483311350,488,52074,190 ,52264
483301960,310,52020,470 ,52490
483321413,343,52273,268 ,52542
483097797,400,51323,1235,52559
483256987,467,51968,728 ,52697
483297087,461,52072,736 ,52809
483304167,317,52526,313 ,52839
483474233,396,52581,277 ,52859
483481463,401,52640,325 ,52965
483242714,305,51946,1028,52974
483309007,474,52369,794 ,53163
483441593,410,52507,697 ,53204
483502303,338,52923,319 ,53242
483498323,358,53022,308 ,53331
483530873,306,53054,400 ,53455
483609779,489,53433,292 ,53725
483619013,383,53484,283 ,53767
483636969,311,53535,306 ,53841
483450740,331,52513,1604,54117
483806796,332,54068,302 ,54370
483645583,468,53654,728 ,54383
483658763,318,53639,838 ,54477
483824996,359,54235,287 ,54522
483678813,462,53921,717 ,54639
483663026,370,54007,768 ,54775
485317621,476,54334,450 ,54785
485431894,320,54554,402 ,54957
484061022,463,54676,302 ,54979
485485004,346,54544,449 ,54994
484074499,371,54714,328 ,55043
484002426,384,54720,350 ,55071
485710250,324,54634,453 ,55087
484207146,464,54934,208 ,55143
486112103,325,54916,284 ,55200
483788703,411,54035,1186,55222
