0  ,1510,3506,5016
1  ,1267,3273,4540
2  ,1273,3024,4297
3  ,1256,3014,4270
4  ,1258,3043,4301
5  ,1292,3044,4336
6  ,1622,2996,4618
7  ,1593,3025,4618
8  ,1612,3025,4637
9  ,1600,3024,4624
10 ,1586,3057,4643
11 ,1602,3008,4610
12 ,1648,3030,4678
13 ,1594,3008,4602
14 ,1633,2985,4618
15 ,1593,3930,5523
16 ,1626,2994,4620
17 ,1539,3034,4573
18 ,1568,3022,4590
19 ,1603,3018,4621
20 ,1570,3058,4628
21 ,1597,3025,4622
22 ,1631,3006,4637
23 ,1644,3009,4653
24 ,1640,3039,4679
25 ,1662,3240,4902
26 ,1660,3045,4705
27 ,1632,3037,4669
28 ,1646,3011,4657
29 ,1613,2991,4604
30 ,1612,2983,4595
31 ,1588,3029,4617
32 ,1649,2992,4641
33 ,1573,3034,4607
34 ,1674,3000,4674
35 ,1571,3039,4610
36 ,1607,3045,4652
37 ,1606,2997,4603
38 ,1614,2992,4606
39 ,1578,3044,4622
40 ,1608,2988,4596
41 ,1613,3003,4616
42 ,1654,2997,4651
43 ,1653,3031,4684
44 ,1599,2992,4591
45 ,1636,3012,4648
46 ,1670,2991,4661
47 ,1583,3050,4633
48 ,1657,3008,4665
49 ,1596,3003,4599
50 ,1676,2986,4662
51 ,1618,2995,4613
52 ,1683,3050,4733
53 ,1573,2998,4571
54 ,1666,3002,4668
55 ,1600,3006,4606
56 ,1684,2976,4660
57 ,1596,3028,4624
58 ,1717,3043,4760
59 ,1639,3001,4640
60 ,1686,3018,4704
61 ,1661,2996,4657
62 ,1764,3004,4768
63 ,1729,3078,4807
64 ,1711,3013,4724
65 ,1828,3079,4907
66 ,1631,2977,4608
67 ,1805,2939,4744
68 ,1687,3084,4771
69 ,1736,3050,4786
70 ,1734,3006,4740
71 ,1633,3012,4645
72 ,1746,3044,4790
73 ,1664,2993,4657
74 ,1758,3027,4785
75 ,1705,3032,4737
76 ,1820,3044,4864
77 ,1680,3069,4749
78 ,1788,3028,4816
79 ,1859,3034,4893
80 ,1921,3049,4970
81 ,1792,3067,4859
82 ,1840,3036,4876
83 ,1807,3011,4818
84 ,1951,3012,4963
85 ,1946,3036,4982
86 ,1850,3008,4858
87 ,1900,3102,5002
88 ,1795,3009,4804
89 ,1906,2992,4898
90 ,1848,3090,4938
91 ,1963,3045,5008
92 ,1868,3025,4893
93 ,1981,3115,5096
94 ,1881,4002,5883
95 ,1940,3040,4980
96 ,1781,3018,4799
97 ,1742,3013,4755
98 ,1756,3028,4784
99 ,1854,2994,4848
100,1800,3046,4846
101,1863,3027,4890
102,1721,3012,4733
103,1891,3028,4919
104,1751,3033,4784
105,1862,3028,4890
106,1840,3079,4919
107,1939,3020,4959
108,1689,3016,4705
109,1720,3008,4728
110,1906,3006,4912
111,1731,3029,4760
112,1955,3022,4977
113,1788,3027,4815
114,2003,3012,5015
115,1852,3038,4890
116,2029,3053,5082
117,1818,3009,4827
118,1978,3075,5053
119,1878,3021,4899
120,1872,3025,4897
121,1705,3072,4777
122,1949,3016,4965
123,1687,3054,4741
124,1882,2997,4879
125,1807,3018,4825
126,2038,2999,5037
127,1928,3032,4960
128,2108,3004,5112
129,2179,3029,5208
130,2010,3040,5050
131,1877,3049,4926
132,2107,3038,5145
133,1939,3038,4977
134,2035,3033,5068
