2 ,64136 ,565,64701
0 ,67244 ,596,67840
1 ,68218 ,622,68840
3 ,70296 ,640,70936
7 ,68270 ,653,68923
5 ,70466 ,668,71134
6 ,70153 ,569,70722
12,63671 ,592,64263
10,67371 ,614,67985
8 ,70008 ,635,70643
4 ,77093 ,573,77666
15,71229 ,625,71854
16,70282 ,677,70959
13,80997 ,621,81618
11,90452 ,580,91032
9 ,104430,639,105069
14,107671,677,108348
17,118924,605,119529
18,67319 ,633,67952
19,66424 ,645,67069
21,65191 ,614,65805
20,68544 ,570,69114
22,71993 ,638,72631
23,75658 ,577,76235
27,72282 ,667,72949
26,77282 ,644,77926
24,84216 ,582,84798
30,70259 ,577,70836
25,81827 ,628,82455
28,77265 ,566,77831
29,74641 ,645,75286
31,72188 ,634,72822
